rownum,emoji,grp_subgrp,desc,person_animal_other,anthro_type,gender,skin_tone,shape_type,shape_color,direction,sentiment_smileys_binary,cldr short name,codepoint,status,group,subgroup,char_len,version
158,🗨,Smileys & Emotion_emotion,,,,,,,,,,left speech bubble,1F5E8,unqualified,Smileys & Emotion,emotion,1,E2.0
159,🗯️,Smileys & Emotion_emotion,,,,,,,,,,right anger bubble,1F5EF FE0F,fully-qualified,Smileys & Emotion,emotion,2,E0.7
160,🗯,Smileys & Emotion_emotion,,,,,,,,,,right anger bubble,1F5EF,unqualified,Smileys & Emotion,emotion,1,E0.7
161,💭,Smileys & Emotion_emotion,,,,,,,,,,thought balloon,1F4AD,fully-qualified,Smileys & Emotion,emotion,1,E1.0
162,💤,Smileys & Emotion_emotion,,,,,,,,,,zzz,1F4A4,fully-qualified,Smileys & Emotion,emotion,1,E0.6
163,👋,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,neutral,,,,,waving hand,1F44B,fully-qualified,People & Body,hand-fingers-open,1,E0.6
164,👋🏻,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,light,,,,,waving hand: light skin tone,1F44B 1F3FB,fully-qualified,People & Body,hand-fingers-open,2,E1.0
165,👋🏼,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium-light,,,,,waving hand: medium-light skin tone,1F44B 1F3FC,fully-qualified,People & Body,hand-fingers-open,2,E1.0
166,👋🏽,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium,,,,,waving hand: medium skin tone,1F44B 1F3FD,fully-qualified,People & Body,hand-fingers-open,2,E1.0
167,👋🏾,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,waving hand: medium-dark skin tone,1F44B 1F3FE,fully-qualified,People & Body,hand-fingers-open,2,E1.0
168,👋🏿,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,dark,,,,,waving hand: dark skin tone,1F44B 1F3FF,fully-qualified,People & Body,hand-fingers-open,2,E1.0
169,🤚,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,neutral,,,,,raised back of hand,1F91A,fully-qualified,People & Body,hand-fingers-open,1,E3.0
170,🤚🏻,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,light,,,,,raised back of hand: light skin tone,1F91A 1F3FB,fully-qualified,People & Body,hand-fingers-open,2,E3.0
171,🤚🏼,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium-light,,,,,raised back of hand: medium-light skin tone,1F91A 1F3FC,fully-qualified,People & Body,hand-fingers-open,2,E3.0
172,🤚🏽,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium,,,,,raised back of hand: medium skin tone,1F91A 1F3FD,fully-qualified,People & Body,hand-fingers-open,2,E3.0
173,🤚🏾,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,raised back of hand: medium-dark skin tone,1F91A 1F3FE,fully-qualified,People & Body,hand-fingers-open,2,E3.0
174,🤚🏿,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,dark,,,,,raised back of hand: dark skin tone,1F91A 1F3FF,fully-qualified,People & Body,hand-fingers-open,2,E3.0
175,🖐️,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,neutral,,,,,hand with fingers splayed,1F590 FE0F,fully-qualified,People & Body,hand-fingers-open,2,E0.7
176,🖐,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,neutral,,,,,hand with fingers splayed,1F590,unqualified,People & Body,hand-fingers-open,1,E0.7
177,🖐🏻,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,light,,,,,hand with fingers splayed: light skin tone,1F590 1F3FB,fully-qualified,People & Body,hand-fingers-open,2,E1.0
178,🖐🏼,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium-light,,,,,hand with fingers splayed: medium-light skin tone,1F590 1F3FC,fully-qualified,People & Body,hand-fingers-open,2,E1.0
179,🖐🏽,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium,,,,,hand with fingers splayed: medium skin tone,1F590 1F3FD,fully-qualified,People & Body,hand-fingers-open,2,E1.0
180,🖐🏾,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,hand with fingers splayed: medium-dark skin tone,1F590 1F3FE,fully-qualified,People & Body,hand-fingers-open,2,E1.0
181,🖐🏿,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,dark,,,,,hand with fingers splayed: dark skin tone,1F590 1F3FF,fully-qualified,People & Body,hand-fingers-open,2,E1.0
182,✋,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,neutral,,,,,raised hand,270B,fully-qualified,People & Body,hand-fingers-open,1,E0.6
183,✋🏻,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,light,,,,,raised hand: light skin tone,270B 1F3FB,fully-qualified,People & Body,hand-fingers-open,2,E1.0
184,✋🏼,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium-light,,,,,raised hand: medium-light skin tone,270B 1F3FC,fully-qualified,People & Body,hand-fingers-open,2,E1.0
185,✋🏽,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium,,,,,raised hand: medium skin tone,270B 1F3FD,fully-qualified,People & Body,hand-fingers-open,2,E1.0
186,✋🏾,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,raised hand: medium-dark skin tone,270B 1F3FE,fully-qualified,People & Body,hand-fingers-open,2,E1.0
187,✋🏿,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,dark,,,,,raised hand: dark skin tone,270B 1F3FF,fully-qualified,People & Body,hand-fingers-open,2,E1.0
188,🖖,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,neutral,,,,,vulcan salute,1F596,fully-qualified,People & Body,hand-fingers-open,1,E1.0
189,🖖🏻,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,light,,,,,vulcan salute: light skin tone,1F596 1F3FB,fully-qualified,People & Body,hand-fingers-open,2,E1.0
190,🖖🏼,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium-light,,,,,vulcan salute: medium-light skin tone,1F596 1F3FC,fully-qualified,People & Body,hand-fingers-open,2,E1.0
191,🖖🏽,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium,,,,,vulcan salute: medium skin tone,1F596 1F3FD,fully-qualified,People & Body,hand-fingers-open,2,E1.0
192,🖖🏾,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,vulcan salute: medium-dark skin tone,1F596 1F3FE,fully-qualified,People & Body,hand-fingers-open,2,E1.0
193,🖖🏿,People & Body_hand-fingers-open,anthropomorphic,person,hand-gesture,person,dark,,,,,vulcan salute: dark skin tone,1F596 1F3FF,fully-qualified,People & Body,hand-fingers-open,2,E1.0
194,👌,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,neutral,,,,,OK hand,1F44C,fully-qualified,People & Body,hand-fingers-partial,1,E0.6
195,👌🏻,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,light,,,,,OK hand: light skin tone,1F44C 1F3FB,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
196,👌🏼,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-light,,,,,OK hand: medium-light skin tone,1F44C 1F3FC,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
197,👌🏽,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium,,,,,OK hand: medium skin tone,1F44C 1F3FD,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
198,👌🏾,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,OK hand: medium-dark skin tone,1F44C 1F3FE,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
199,👌🏿,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,dark,,,,,OK hand: dark skin tone,1F44C 1F3FF,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
200,🤌,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,neutral,,,,,pinched fingers,1F90C,fully-qualified,People & Body,hand-fingers-partial,1,E13.0
201,🤌🏻,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,light,,,,,pinched fingers: light skin tone,1F90C 1F3FB,fully-qualified,People & Body,hand-fingers-partial,2,E13.0
202,🤌🏼,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-light,,,,,pinched fingers: medium-light skin tone,1F90C 1F3FC,fully-qualified,People & Body,hand-fingers-partial,2,E13.0
203,🤌🏽,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium,,,,,pinched fingers: medium skin tone,1F90C 1F3FD,fully-qualified,People & Body,hand-fingers-partial,2,E13.0
204,🤌🏾,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,pinched fingers: medium-dark skin tone,1F90C 1F3FE,fully-qualified,People & Body,hand-fingers-partial,2,E13.0
205,🤌🏿,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,dark,,,,,pinched fingers: dark skin tone,1F90C 1F3FF,fully-qualified,People & Body,hand-fingers-partial,2,E13.0
206,🤏,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,neutral,,,,,pinching hand,1F90F,fully-qualified,People & Body,hand-fingers-partial,1,E12.0
207,🤏🏻,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,light,,,,,pinching hand: light skin tone,1F90F 1F3FB,fully-qualified,People & Body,hand-fingers-partial,2,E12.0
208,🤏🏼,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-light,,,,,pinching hand: medium-light skin tone,1F90F 1F3FC,fully-qualified,People & Body,hand-fingers-partial,2,E12.0
209,🤏🏽,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium,,,,,pinching hand: medium skin tone,1F90F 1F3FD,fully-qualified,People & Body,hand-fingers-partial,2,E12.0
210,🤏🏾,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,pinching hand: medium-dark skin tone,1F90F 1F3FE,fully-qualified,People & Body,hand-fingers-partial,2,E12.0
211,🤏🏿,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,dark,,,,,pinching hand: dark skin tone,1F90F 1F3FF,fully-qualified,People & Body,hand-fingers-partial,2,E12.0
212,✌️,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,neutral,,,,,victory hand,270C FE0F,fully-qualified,People & Body,hand-fingers-partial,2,E0.6
213,✌,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,neutral,,,,,victory hand,270C,unqualified,People & Body,hand-fingers-partial,1,E0.6
214,✌🏻,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,light,,,,,victory hand: light skin tone,270C 1F3FB,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
215,✌🏼,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-light,,,,,victory hand: medium-light skin tone,270C 1F3FC,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
216,✌🏽,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium,,,,,victory hand: medium skin tone,270C 1F3FD,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
217,✌🏾,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,victory hand: medium-dark skin tone,270C 1F3FE,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
218,✌🏿,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,dark,,,,,victory hand: dark skin tone,270C 1F3FF,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
219,🤞,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,neutral,,,,,crossed fingers,1F91E,fully-qualified,People & Body,hand-fingers-partial,1,E3.0
220,🤞🏻,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,light,,,,,crossed fingers: light skin tone,1F91E 1F3FB,fully-qualified,People & Body,hand-fingers-partial,2,E3.0
221,🤞🏼,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-light,,,,,crossed fingers: medium-light skin tone,1F91E 1F3FC,fully-qualified,People & Body,hand-fingers-partial,2,E3.0
222,🤞🏽,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium,,,,,crossed fingers: medium skin tone,1F91E 1F3FD,fully-qualified,People & Body,hand-fingers-partial,2,E3.0
223,🤞🏾,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,crossed fingers: medium-dark skin tone,1F91E 1F3FE,fully-qualified,People & Body,hand-fingers-partial,2,E3.0
224,🤞🏿,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,dark,,,,,crossed fingers: dark skin tone,1F91E 1F3FF,fully-qualified,People & Body,hand-fingers-partial,2,E3.0
225,🤟,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,neutral,,,,,love-you gesture,1F91F,fully-qualified,People & Body,hand-fingers-partial,1,E5.0
226,🤟🏻,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,light,,,,,love-you gesture: light skin tone,1F91F 1F3FB,fully-qualified,People & Body,hand-fingers-partial,2,E5.0
227,🤟🏼,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-light,,,,,love-you gesture: medium-light skin tone,1F91F 1F3FC,fully-qualified,People & Body,hand-fingers-partial,2,E5.0
228,🤟🏽,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium,,,,,love-you gesture: medium skin tone,1F91F 1F3FD,fully-qualified,People & Body,hand-fingers-partial,2,E5.0
229,🤟🏾,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,love-you gesture: medium-dark skin tone,1F91F 1F3FE,fully-qualified,People & Body,hand-fingers-partial,2,E5.0
230,🤟🏿,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,dark,,,,,love-you gesture: dark skin tone,1F91F 1F3FF,fully-qualified,People & Body,hand-fingers-partial,2,E5.0
231,🤘,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,neutral,,,,,sign of the horns,1F918,fully-qualified,People & Body,hand-fingers-partial,1,E1.0
232,🤘🏻,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,light,,,,,sign of the horns: light skin tone,1F918 1F3FB,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
233,🤘🏼,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-light,,,,,sign of the horns: medium-light skin tone,1F918 1F3FC,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
234,🤘🏽,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium,,,,,sign of the horns: medium skin tone,1F918 1F3FD,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
235,🤘🏾,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,sign of the horns: medium-dark skin tone,1F918 1F3FE,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
236,🤘🏿,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,dark,,,,,sign of the horns: dark skin tone,1F918 1F3FF,fully-qualified,People & Body,hand-fingers-partial,2,E1.0
237,🤙,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,neutral,,,,,call me hand,1F919,fully-qualified,People & Body,hand-fingers-partial,1,E3.0
238,🤙🏻,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,light,,,,,call me hand: light skin tone,1F919 1F3FB,fully-qualified,People & Body,hand-fingers-partial,2,E3.0
239,🤙🏼,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-light,,,,,call me hand: medium-light skin tone,1F919 1F3FC,fully-qualified,People & Body,hand-fingers-partial,2,E3.0
240,🤙🏽,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium,,,,,call me hand: medium skin tone,1F919 1F3FD,fully-qualified,People & Body,hand-fingers-partial,2,E3.0
241,🤙🏾,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,medium-dark,,,,,call me hand: medium-dark skin tone,1F919 1F3FE,fully-qualified,People & Body,hand-fingers-partial,2,E3.0
242,🤙🏿,People & Body_hand-fingers-partial,anthropomorphic,person,hand-gesture,person,dark,,,,,call me hand: dark skin tone,1F919 1F3FF,fully-qualified,People & Body,hand-fingers-partial,2,E3.0
243,👈,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,neutral,,,left,,backhand index pointing left,1F448,fully-qualified,People & Body,hand-single-finger,1,E0.6
244,👈🏻,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,light,,,left,,backhand index pointing left: light skin tone,1F448 1F3FB,fully-qualified,People & Body,hand-single-finger,2,E1.0
245,👈🏼,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,medium-light,,,left,,backhand index pointing left: medium-light skin tone,1F448 1F3FC,fully-qualified,People & Body,hand-single-finger,2,E1.0
246,👈🏽,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,medium,,,left,,backhand index pointing left: medium skin tone,1F448 1F3FD,fully-qualified,People & Body,hand-single-finger,2,E1.0
247,👈🏾,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,medium-dark,,,left,,backhand index pointing left: medium-dark skin tone,1F448 1F3FE,fully-qualified,People & Body,hand-single-finger,2,E1.0
248,👈🏿,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,dark,,,left,,backhand index pointing left: dark skin tone,1F448 1F3FF,fully-qualified,People & Body,hand-single-finger,2,E1.0
249,👉,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,neutral,,,right,,backhand index pointing right,1F449,fully-qualified,People & Body,hand-single-finger,1,E0.6
250,👉🏻,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,light,,,right,,backhand index pointing right: light skin tone,1F449 1F3FB,fully-qualified,People & Body,hand-single-finger,2,E1.0
251,👉🏼,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,medium-light,,,right,,backhand index pointing right: medium-light skin tone,1F449 1F3FC,fully-qualified,People & Body,hand-single-finger,2,E1.0
252,👉🏽,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,medium,,,right,,backhand index pointing right: medium skin tone,1F449 1F3FD,fully-qualified,People & Body,hand-single-finger,2,E1.0
253,👉🏾,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,medium-dark,,,right,,backhand index pointing right: medium-dark skin tone,1F449 1F3FE,fully-qualified,People & Body,hand-single-finger,2,E1.0
254,👉🏿,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,dark,,,right,,backhand index pointing right: dark skin tone,1F449 1F3FF,fully-qualified,People & Body,hand-single-finger,2,E1.0
255,👆,People & Body_hand-single-finger,anthropomorphic,person,hand-gesture,person,neutral,,,up,,backhand index pointing up,1F446,fully-qualified,People & Body,hand-single-finger,1,E0.6
